醫事機構名稱,機構縣市,機構地址,電話區域號碼,電話號碼,特約類別,型態別,醫事機構種類,門牌號碼,村里,X,Y
義山復健科診所,高雄市,高雄市梓官區中正路３０６號２樓,7,6172951,4,7,A,高雄市梓官區智蚵里16鄰中正路306號,智蚵里,173384.399,2514788.39
家佑診所,臺南市,臺南市麻豆區晉江里信義路１４之２號,6,5716513,4,7,A,臺南市麻豆區晋江里4鄰信義路14號之2,晋江里,173399.7,2564607.879
黃怡方診所,臺南市,臺南市仁德區仁德里中正路二段６８３號,6,2794079,4,7,A,臺南市仁德區仁德里2鄰中正路二段683號,仁德里,173422.42,2540067.27
吳長芳小兒科診所,臺南市,臺南市仁德區仁德里中正路二段７９５號,6,2797929,4,7,A,臺南市仁德區仁德里3鄰中正路二段795號,仁德里,173446.859,2540371.27
蔡政達診所,高雄市,高雄市梓官區廣澤路２０號,7,6173295,4,7,A,高雄市梓官區信蚵里13鄰廣澤路20號,信蚵里,173480.359,2514521.81
崇仁內科診所,臺南市,臺南市仁德區中山路５１５號,6,2793311,4,7,A,臺南市仁德區仁義里27鄰中山路515號,仁義里,173494.07,2541291.99
中正耳鼻喉科診所,臺南市,臺南市永康區中正路９１號,6,2333566,4,7,A,臺南市永康區正強里21鄰中正路91號,正強里,173494.51,2547857.779
郭全明眼科診所,臺南市,臺南市仁德區仁義里中山路４９６號,6,2798112,4,7,A,臺南市仁德區仁義里43鄰中山路496號,仁義里,173510.35,2541320.49
仁得內科診所,臺南市,臺南市仁德區正義一街２９．３１．３３號,6,2496918,4,7,A,臺南市仁德區仁義里43鄰正義一街76之1號,仁義里,173519.693,2541369.796
許順淵骨科診所,高雄市,高雄市梓官區赤崁東路３１３號１樓,7,6108558,4,7,A,高雄市梓官區赤崁里1鄰赤崁東路313號,赤崁里,173544.524,2516095.075
劉惠仁婦產科診所,臺南市,臺南市麻豆區晉江里信義路３８號,6,5711679,4,7,A,臺南市麻豆區晋江里14鄰信義路38號,晋江里,173596.17,2564606.879
佳恩小兒科診所,臺南市,臺南市永康區永康里中山南路９８８號,6,2019595,4,7,A,臺南市永康區永康里7鄰中山南路988號,永康里,173597.87,2547211.06
仁澤診所,高雄市,高雄市路竹區竹西里國昌路３３１號,7,6076000,4,7,A,高雄市路竹區竹西里25鄰國昌路331號,竹西里,173620.72,2529161.379
郭得景耳鼻喉科診所,臺南市,臺南市仁德區中山路４５０號,6,2706364,4,7,A,臺南市仁德區仁義里40鄰中山路450號,仁義里,173631.63,2541304.74
阮嵩翔耳鼻喉科診所,臺南市,臺南市永康區大灣路９３０號１樓,6,2728333,4,7,A,臺南市永康區崑山里11鄰大灣路930號,崑山里,173654.12,2544437.399
黃善謙眼科診所,臺南市,臺南市永康區中山路２１９號,6,2043888,4,7,A,臺南市永康區埔園里13鄰中山路219號,埔園里,173660.42,2548121.74
全視界眼科診所,臺南市,臺南市麻豆區興中路１８７號１－２樓,6,5719666,4,7,A,臺南市麻豆區東角里4鄰興中路187號,東角里,173665.149,2564833.89
劉骨科診所,高雄市,高雄市路竹區中山路５４３號,7,6074379,4,7,A,高雄市路竹區竹東里21鄰中山路543號,竹東里,173706.679,2529763.18
楊燿郎耳鼻喉科診所,臺南市,臺南市永康區中山路８３號,6,3013101,4,7,A,臺南市永康區埔園里7鄰中山路83號,埔園里,173753.929,2547776.25
王金城婦產科診所,高雄市,高雄市路竹區中山路６２５號,7,6975766,4,7,A,高雄市路竹區竹東里21鄰中山路625號,竹東里,173772.679,2529587.21
高新醫院,高雄市,高雄市路竹區中山路６２７號,7,6975903,3,2,A,高雄市路竹區竹東里21鄰中山路627號,竹東里,173772.709,2529576.95
梓安診所,高雄市,高雄市梓官區中正路７１號１樓,7,6177429,4,7,A,高雄市梓官區信蚵里14鄰中正路71號,信蚵里,173784.489,2514213.14
顏大翔內科診所（顏大翔聯合診所）,臺南市,臺南市永康區大灣路８６８號,6,2730320,4,7,A,臺南市永康區崑山里14鄰大灣路868號,崑山里,173793.989,2544468.35
郭達霖家庭醫學科診所（顏大翔聯合診）,臺南市,臺南市永康區大灣路８６８號,6,2730321,4,7,A,臺南市永康區崑山里14鄰大灣路868號,崑山里,173793.989,2544468.35
郭明陽骨外科診所,臺南市,臺南市永康區埔園里中山路１０２號１－２樓,6,2035766,4,7,A,臺南市永康區埔園里2鄰中山路102號,埔園里,173806.97,2547675.25
佑民小兒科診所,高雄市,高雄市路竹區中和街１８０號,7,6072211,4,7,A,高雄市路竹區文北里2鄰中和街180號,文北里,173817.51,2528851.04
路竹內科診所,高雄市,高雄市路竹區竹南里國昌路１３６號,7,6076111,4,7,A,高雄市路竹區竹南里24鄰國昌路98號,竹南里,173855.799,2528383.54
瑞川耳鼻喉科診所,臺南市,臺南市永康區中山北路１３號,6,2032112,4,7,A,臺南市永康區永康里3鄰中山北路13號,永康里,173915.079,2547376.359
溫有諒醫院,高雄市,高雄市路竹區竹南里延平路５７號,7,6963322,3,2,A,高雄市路竹區竹南里16鄰延平路57號,竹南里,173925.709,2528746.77
高雄市路竹區衛生所,高雄市,高雄市路竹區竹南里國昌路８６巷２２號,7,6962449,4,7,A,高雄市路竹區竹南里24鄰國昌路86巷22號,竹南里,173949.67,2528451.399
聖人外骨科診所,臺南市,臺南市仁德區仁義里仁義路２６９號,6,2791688,4,7,A,臺南市仁德區仁義里15鄰仁義路269號,仁義里,174026.73,2541068.27
李俊杰診所,臺南市,臺南市永康區中山北路９１號,6,2320399,4,7,A,臺南市永康區永康里2鄰中山北路91號,永康里,174053.78,2547445.319
丁維漢婦產科診所,臺南市,臺南市永康區永康里中山北路９９號,6,2020078,4,7,A,臺南市永康區永康里2鄰中山北路99號,永康里,174064.75,2547456.049
德安小兒科診所,臺南市,臺南市永康區永康里永明街５５號,6,2032000,4,7,A,臺南市永康區永康里11鄰永明街55號,永康里,174123.92,2547309.72
洪強修眼科,高雄市,高雄市路竹區竹南里中山路７２６號,7,6960088,4,7,A,高雄市路竹區竹南里19鄰中山路726號,竹南里,174129.81,2528538.22
路竹大明眼科診所,高雄市,高雄市路竹區忠孝路５２號,7,6073333,4,7,A,高雄市路竹區竹東里6鄰忠孝路52號,竹東里,174141.5,2529123.85
久田耳鼻喉科診所,高雄市,高雄市路竹區竹東里忠孝路５６號,7,6962064,4,7,A,高雄市路竹區竹東里6鄰忠孝路56號,竹東里,174145.63,2529128.71
許文正婦產科診所,臺南市,臺南市永康區崑山里永大路二段５５號,6,2730476,4,7,A,臺南市永康區崑山里25鄰永大路二段55號,崑山里,174158.609,2544807.74
復國復健科診所,臺南市,臺南市永康區永大路二段６１－１號,6,2727471,4,7,A,臺南市永康區崑山里25鄰永大路二段61之1號,崑山里,174165.28,2544825.149
惠明家庭醫學科診所,高雄市,高雄市路竹區大社路１７７–１號,7,6967978,4,7,A,高雄市路竹區社西里21鄰大社路1號,社西里,174168.769,2529208.288
張大慶耳鼻喉科診所,臺南市,臺南市永康區永大路二段８３號,6,2730086,4,7,A,臺南市永康區崑山里32鄰永大路二段83號,崑山里,174196.45,2544903.71
真大眼科診所,臺南市,臺南市永康區大灣路７４２號,6,2071455,4,7,A,臺南市永康區南灣里12鄰大灣路742號,南灣里,174227.519,2544552.06
康健復健科診所,臺南市,臺南市永康區永大路２段９１９號,6,2326048,4,7,A,臺南市永康區永康里17鄰永大路二段919號,永康里,174239.049,2547089.359
泓仁診所,臺南市,臺南市仁德區中山路２５５號,6,2497031,4,7,A,臺南市仁德區仁義里14鄰中山路255號,仁義里,174263.2,2541193.24
鄭耳鼻喉科診所,臺南市,臺南市永康區永大路二段１４７號,6,2721231,4,7,A,臺南市永康區崑山里38鄰永大路二段147號,崑山里,174264.6,2545081.899
永達醫療社團法人永達醫院,臺南市,臺南市永康區永大路二段１３２６號,6,2311111,3,2,A,臺南市永康區永康里32鄰永大路二段1326號,永康里,174306.37,2546933.779
蘇進添小兒科診所,高雄市,高雄市路竹區中興路２３６號,7,6971769,4,7,A,高雄市路竹區竹南里26鄰中興路236號,竹南里,174341.529,2528650.2
滕內科診所,臺南市,臺南市永康區永大路二段２１５號,6,2715857,4,7,A,臺南市永康區西灣里10鄰永大路二段215號,西灣里,174342.929,2545337.259
薛明佳骨外科診所,臺南市,臺南市永康區永大路二段２２３號,6,2735706,4,7,A,臺南市永康區西灣里10鄰永大路二段223號,西灣里,174351.2,2545365.74
安心耳鼻喉科診所,高雄市,高雄市路竹區大社路９４號１樓,7,6071288,4,7,A,高雄市路竹區社西里16鄰大社路94號,社西里,174380.883,2529407.063
佳恩小兒科診所,高雄市,高雄市路竹區大社路１３５號,7,6073355,4,7,A,高雄市路竹區社西里22鄰大社路135號,社西里,174395.739,2529475.453
馨美診所,高雄市,高雄市路竹區大社路１５７號,7,6074999,4,7,A,高雄市路竹區社西里23鄰大社路157號,社西里,174419.052,2529515.233
賴內小兒科診所,臺南市,臺南市下營區下營里中山路一段９２號,6,6892820,4,7,A,臺南市下營區下營里3鄰中山路一段92號,下營里,174588.62,2570521.899
高雄市立旗津醫院〈委託阮綜合醫療社團法人阮綜合醫院經營〉,高雄市,高雄市旗津區廟前路１之１號,7,5712891,3,2,A,高雄市旗津區永安里12鄰廟前路1號,永安里,174699.04,2501455.6
麗竹皮膚科診所,高雄市,高雄市路竹區金平路３９２號１樓,7,6963617,4,7,A,高雄市路竹區社西里2鄰金平路392號,社西里,174731.815,2530027.173
弘大眼科診所,高雄市,高雄市梓官區梓官路２１８號,7,6179278,4,7,A,高雄市梓官區梓和里4鄰梓官路218號,梓和里,174753.19,2517868.24
黃邦翰診所,臺南市,臺南市永康區東灣里大灣路３２９號,6,2714316,4,7,A,臺南市永康區東灣里7鄰大灣路329號,東灣里,174788.29,2544958.299
明華診所,高雄市,高雄市旗津區通山路３１號,7,5719288,4,7,A,高雄市旗津區振興里16鄰通山路31號,振興里,174827.16,2501596.885
重康診所,高雄市,高雄市旗津區通山路３１號,7,5719288,4,7,A,高雄市旗津區振興里16鄰通山路31號,振興里,174827.16,2501596.885
許進賢耳鼻喉科診所,臺南市,臺南市永康區民族路３７６號,6,2724321,4,7,A,臺南市永康區大灣里9鄰民族路376號,大灣里,174827.48,2545349.189
樂健診所,高雄市,高雄市旗津區廟前路１１６號１樓,7,5717466,4,7,A,高雄市旗津區振興里14鄰廟前路116號,振興里,174876.866,2501703.887
錫和診所,臺南市,臺南市鹽水區武廟里武廟路３１號,6,6521202,4,7,A,臺南市鹽水區津城里9鄰武廟路31號,津城里,174890.47,2580095.1
曾小兒科診所,臺南市,臺南市鹽水區武廟里武廟路３０號,6,6528620,4,7,A,臺南市鹽水區津城里9鄰武廟路30號,津城里,174920.26,2580080.27
徐誌忠內科診所,高雄市,高雄市旗津區中洲三路７７５號,7,5710063,4,7,A,高雄市旗津區振興里11鄰中洲三路775號,振興里,174931.268,2501494.882
洪榮貴神經科診所（光榮聯合診所）,臺南市,臺南市鹽水區三福路７２號,6,6521010,4,7,A,臺南市鹽水區津城里9鄰三福路72號,津城里,174948.59,2580028.399
陸內科小兒科診所,臺南市,臺南市永康區大灣里民族路２８２號,6,2711881,4,7,A,臺南市永康區大灣里14鄰民族路282號,大灣里,174996.91,2545225.74
晴美旗后診所,高雄市,高雄市旗津區旗津三路９６２巷２號,7,5710522,4,7,A,高雄市旗津區中華里12鄰旗津三路962巷2號,中華里,174998.568,2501008.867
王耳鼻喉科診所,高雄市,高雄市路竹區甲南里金平路３１０號,7,6963097,4,7,A,高雄市路竹區甲南里10鄰金平路310號,甲南里,175028.04,2530047.89
林君郁耳鼻喉科診所,臺南市,臺南市永康區大灣路１７６號,6,2051351,4,7,A,臺南市永康區大灣里5鄰大灣路176號,大灣里,175048.31,2545473.029
清介耳鼻喉科診所,高雄市,高雄市鼓山區延平街５９－１號,7,5512022,4,7,A,高雄市鼓山區維生里5鄰延平街59之1號,維生里,175150.595,2502568.91
蔡內小兒科診所,臺南市,臺南市永康區民族路２４７號,6,2725671,4,7,A,臺南市永康區東灣里17鄰民族路247號,東灣里,175158.09,2545002.71
翁俊六診所,高雄市,高雄市鼓山區臨海二路13號1樓,7,5616156,4,7,A,高雄市鼓山區麗興里6鄰臨海二路13號,麗興里,175404.614,2502548.907
台新診所,臺南市,臺南市善化區南科北路１號之１（３樓）,6,5056688,4,7,A,臺南市善化區南關里9鄰南科北路1號之2,南關里,175467.75,2557386.33
葉俊杰皮膚科診所,高雄市,高雄市鼓山區峰南里千光路１０號,7,5512358,4,7,A,高雄市鼓山區峰南里10鄰千光路10號,峰南里,175525.149,2502794.899
聖明醫院,高雄市,高雄市鼓山區忠正里鼓山三路５２號,7,5313755,3,2,A,高雄市鼓山區忠正里7鄰鼓山三路52號,忠正里,175547.429,2506274.919
周明顯診所,臺南市,臺南市新營區太北里太子宮１４６之２７號,6,6532369,4,7,A,臺南市新營區太北里13鄰太子宮146之27號,太北里,175810.64,2576981.77
陳正信婦產外科診所,高雄市,高雄市鼓山區九如四路６６１號,7,5217379,4,7,A,高雄市鼓山區平和里9鄰九如四路661號,平和里,175875.182,2505648.99
劉耳鼻喉專科診所,高雄市,高雄市鼓山區忠正里九如四路９０５號,7,5331873,4,7,A,高雄市鼓山區忠正里28鄰九如四路905號,忠正里,175878.209,2506166.22
祐安小兒科診所,高雄市,高雄市鼓山區九如四路１４１０號１樓,7,5318616,4,7,A,高雄市鼓山區光榮里17鄰九如四路1410號,光榮里,175926.829,2506611.299
健康診所,臺南市,臺南市下營區開化里３３７號之３,6,6890766,4,7,A,臺南市下營區開化里5鄰中營337之3號,開化里,175927.519,2568220.839
三泰醫院,高雄市,高雄市鼓山區光榮里九如四路１０３０號,7,5217466,3,2,A,高雄市鼓山區光榮里27鄰九如四路1030號,光榮里,175930.992,2506335.009
文聖骨外科診所,高雄市,高雄市鹽埕區七賢三路５號,7,5511101,4,7,A,高雄市鹽埕區港都里5鄰七賢三路5號,港都里,175952.255,2502597.904
陳耳鼻咽喉科診所,高雄市,高雄市鹽埕區五福四路３０６號,7,5516493,4,7,A,高雄市鹽埕區教仁里11鄰五福四路306號,教仁里,175957.959,2503017.916
正大醫院,高雄市,高雄市鼓山區鼓山三路１２８－９號,7,5823989,3,2,A,高雄市鼓山區民族里12鄰鼓山三路128之9號,民族里,175963.005,2507243.034
林茂生診所,高雄市,高雄市鼓山區內惟里九如四路１１９１號,7,5828337,4,7,A,高雄市鼓山區內惟里13鄰九如四路1191號,內惟里,176024.405,2506905.024
郭小兒科內科診所,高雄市,高雄市鹽埕區中山里大公路１１８號,7,5214886,4,7,A,高雄市鹽埕區中山里10鄰大公路118號,中山里,176187.88,2503291.921
樂安醫院,高雄市,高雄市岡山區後協里通校路３００號,7,6256791,3,4,A,高雄市岡山區後協里25鄰通校路300號,後協里,176196.13,2521479.609
施家庭醫學科診所,高雄市,高雄市鹽埕區中山里新興街５鄰１１８號１Ｆ,7,5324460,4,7,A,高雄市鹽埕區中山里5鄰新興街118號,中山里,176201.579,2503165.918
蘇燕德內兒科診所,高雄市,高雄市鼓山區興宗里鼓山二路１２２號,7,5612497,4,7,A,高雄市鼓山區興宗里17鄰鼓山二路122號,興宗里,176203.59,2504106.944
王鴻先耳鼻喉科診所,高雄市,高雄市鼓山區鼓山三路２４２號,7,5834214,4,7,A,高雄市鼓山區前峰里30鄰鼓山三路242號,前峰里,176224.029,2507614.043
林皮膚科診所,高雄市,高雄市鹽埕區建國四路２３８號,7,5510715,4,7,A,高雄市鹽埕區壽星里7鄰建國四路238號,壽星里,176278.189,2503467.926
王德瑞內兒科診所,高雄市,高雄市鹽埕區建國四路２４３號,7,5511852,4,7,A,高雄市鹽埕區壽星里7鄰建國四路244之1號,壽星里,176292.89,2503497.927
李威德復健科診所,高雄市,高雄市鼓山區美術館路２６１號１樓,7,5551270,4,7,A,高雄市鼓山區龍水里27鄰美術館路261號,龍水里,176331.282,2506219.029
汪昇勳耳鼻喉科診所,高雄市,高雄市鹽埕區瀨南街２２５之１號１樓,7,5216655,4,7,A,高雄市鹽埕區中原里8鄰瀨南街225之1號,中原里,176412.196,2503270.919
李國文診所,高雄市,高雄市鹽埕區瀨南街２２５號之１〈１樓〉,7,5216655,4,7,A,高雄市鹽埕區中原里8鄰瀨南街225之1號,中原里,176412.196,2503270.919
